Método,Métrica antes,Métrica depois
Maths/PermutationAndCombination.js,36.182,38.074
Maths/Pow.js,311.702,334.359
Maths/PowLogarithmic.js,59.577,65.309
Maths/test/Area.test.js,7.382,7.907
Maths/test/Area.test.js,7.766,7.907
Maths/test/Area.test.js,8.464,7.907
Maths/test/Area.test.js,7.382,7.907
Maths/test/Area.test.js,8.858,7.907
Maths/test/AverageMedian.test.js,20.933,17.509
Maths/test/AverageMedian.test.js,17.836,17.509
Maths/test/AverageMedian.test.js,17.836,17.509
Maths/test/DegreeToRadian.test.js,9.829,6.41
Maths/test/DegreeToRadian.test.js,9.829,6.41
Maths/test/DegreeToRadian.test.js,6.589,6.41
Maths/test/FindMin.test.js,7.413,10.449
Maths/test/FindMinIterator.test.js,0.333,1.167
Maths/test/GetEuclidGCD.test.js,3.17,0
Maths/test/GetEuclidGCD.test.js,1.667,0
Maths/test/RadianToDegree.test.js,9.829,6.41
Maths/test/RadianToDegree.test.js,9.829,6.41
Maths/test/RadianToDegree.test.js,6.589,6.41
Maths/test/WhileLoopFactorial.test.js,1.872,0
Maths/test/WhileLoopFactorial.test.js,1.404,0
Maths/test/ZellersCongruenceAlgorithm.test.js,4.315,0
Maths/test/ZellersCongruenceAlgorithm.test.js,1.937,0
Project-Euler/Problem014.js,113.451,107.856
Project-Euler/Problem018.js,2.5,0
Project-Euler/Problem018.js,0.056,0
Project-Euler/Problem023.js,274.014,292.472
Project-Euler/Problem023.js,4.649,0
Project-Euler/Problem023.js,100.773,0
Recursive/BinaryEquivalent.js,50.071,48.283
Recursive/BinarySearch.js,311.709,330.461
Recursive/EucledianGCD.js,13.565,9.246
Recursive/Factorial.js,13.565,12.596
Recursive/FibonacciNumberRecursive.js,22.423,21.177
Recursive/FloodFill.js,234.773,1864.508
Recursive/FloodFill.js,93.454,1417.143
Recursive/FloodFill.js,715.685,0
Recursive/FloodFill.js,698.374,0
Recursive/KochSnowflake.manual-test.js,424.499,0
Recursive/KochSnowflake.manual-test.js,196.717,0
Recursive/Palindrome.js,135.707,129.675
Search/BinarySearch.js,308.623,321.092
Search/ExponentialSearch.js,284.593,273.648
Search/FibonacciSearch.js,1251.976,1326.905
Search/JumpSearch.js,620.683,658.391
Search/TernarySearch.js,912.554,959.65
Search/test/SlidingWindow.test.js,15.4,27.348
Search/test/TernarySearch.test.js,33.413,28.864
Search/test/TernarySearch.test.js,33.413,28.864
Search/test/TernarySearch.test.js,19.234,16.713
Sorts/BogoSort.js,147.891,0
Sorts/BogoSort.js,5.199,238.166
Sorts/HeapSortV2.js,327.768,0
Sorts/HeapSortV2.js,9.765,0
Sorts/HeapSortV2.js,220.969,14220.241
Sorts/IntroSort.js,379.711,370.45
Sorts/IntroSort.js,395.169,385.979
Sorts/OddEvenSort.js,10.528,0
Sorts/OddEvenSort.js,729.859,1300.28
Sorts/TimSort.js,148.114,130.546
Sorts/TopologicalSort.js,21.892,321.111
Sorts/TopologicalSort.js,107.205,0
Sorts/TopologicalSort.js,7.925,0
Sorts/TopologicalSort.js,0.444,0
Sorts/TopologicalSort.js,166.343,0
Sorts/test/BubbleSort.test.js,144.494,244.073
String/CheckAnagram.js,94.09,99.85
String/MaxWord.js,39.833,30.27
String/test/HammingDistance.test.js,1.667,1.872
String/test/HammingDistance.test.js,1.667,1.872
String/test/ValidateCreditCard.test.js,0.132,6.919
String/test/ValidateCreditCard.test.js,0.132,6.919
String/test/ValidateCreditCard.test.js,0.132,6.919
String/test/ValidateCreditCard.test.js,0.132,6.919
Trees/BreadthFirstTreeTraversal.js,3.119,5.264
